6088d724e31ca31f4a9ac964,123654,283,0,7,10,98077
6088d724e31ca31f4a9ac965,654321,284,1,7,9,98077
6088d724e31ca31f4a9ac966,654321,288,4,11,11,98077
6088d724e31ca31f4a9ac967,321456,292,6,12,13,98055
6088d724e31ca31f4a9ac968,123456,298,8,13,18,98011
6088d724e31ca31f4a9ac969,654321,299,9,11,7,98007
6088d724e31ca31f4a9ac96a,123654,304,10,6,1,98053
6088d724e31ca31f4a9ac96b,621453,306,12,11,6,98007
6088d724e31ca31f4a9ac96c,321456,309,14,13,1,98053
6088d724e31ca31f4a9ac96d,321456,313,16,8,19,98011
6088d724e31ca31f4a9ac96e,543216,317,17,11,15,98055
6088d724e31ca31f4a9ac96f,123654,322,21,5,19,98011
6088d724e31ca31f4a9ac970,123654,328,0,5,3,98053
6088d724e31ca31f4a9ac971,321654,334,3,11,17,98011
6088d724e31ca31f4a9ac972,654123,335,4,12,9,98077
6088d724e31ca31f4a9ac973,543216,338,6,5,18,98011
6088d724e31ca31f4a9ac974,321456,342,10,6,5,98007
6088d724e31ca31f4a9ac975,654321,345,13,12,10,98077
6088d724e31ca31f4a9ac976,654123,346,15,8,18,98011
6088d724e31ca31f4a9ac977,321456,347,17,13,18,98011
6088d724e31ca31f4a9ac978,123456,351,18,7,18,98011
6088d724e31ca31f4a9ac979,621453,352,21,10,14,98055
6088d724e31ca31f4a9ac97a,654123,358,22,8,11,98077
6088d724e31ca31f4a9ac97b,654321,361,0,12,19,98011
6088d724e31ca31f4a9ac97c,321456,363,1,11,13,98055
6088d724e31ca31f4a9ac97d,654321,365,3,11,13,98055
6088d724e31ca31f4a9ac97e,621453,1,6,5,18,98011
6088d724e31ca31f4a9ac97f,123654,6,9,8,10,98077
6088d724e31ca31f4a9ac980,123654,11,11,11,15,98055
6088d724e31ca31f4a9ac981,354126,16,14,9,6,98007
6088d724e31ca31f4a9ac983,621453,18,20,6,7,98007
6088d724e31ca31f4a9ac986,321456,29,6,13,2,98053
6088d724e31ca31f4a9ac984,321654,23,0,9,13,98055
6088d724e31ca31f4a9ac985,123456,24,3,11,2,98053
6088d724e31ca31f4a9ac982,654123,17,16,5,6,98007
6088d724e31ca31f4a9ac987,621453,33,9,14,13,98055
6088d725e31ca31f4a9ac988,321456,39,12,9,6,98007
6088d725e31ca31f4a9ac989,543216,44,15,14,13,98055
6088d725e31ca31f4a9ac98a,123456,45,17,12,2,98053
6088d725e31ca31f4a9ac98b,621453,47,19,12,2,98053
6088d725e31ca31f4a9ac98c,543216,49,22,11,11,98077
6088d725e31ca31f4a9ac98d,543216,51,0,7,13,98055
6088d725e31ca31f4a9ac98e,354126,53,2,13,15,98055
6088d725e31ca31f4a9ac98f,354126,59,3,6,6,98007
6088d725e31ca31f4a9ac990,654321,62,5,5,19,98011
6088d725e31ca31f4a9ac991,321456,65,8,13,15,98055
6088d725e31ca31f4a9ac992,354126,67,9,12,6,98007
6088d725e31ca31f4a9ac993,321456,70,10,12,1,98053
6088d725e31ca31f4a9ac994,321456,76,13,9,19,98011
6088d725e31ca31f4a9ac995,543216,80,15,7,6,98007
6088d725e31ca31f4a9ac996,654123,82,18,14,19,98011
6088d725e31ca31f4a9ac997,321654,86,22,13,14,98055
6088d725e31ca31f4a9ac998,621453,90,0,7,1,98053
6088d725e31ca31f4a9ac999,354126,96,1,7,3,98053
6088d725e31ca31f4a9ac99a,321456,98,5,13,15,98055
6088d725e31ca31f4a9ac99b,354126,100,8,5,3,98053
6088d725e31ca31f4a9ac99c,321654,102,10,11,19,98011
6088d725e31ca31f4a9ac99d,543216,105,14,10,2,98053
6088d725e31ca31f4a9ac99e,321654,107,16,5,3,98053
6088d725e31ca31f4a9ac99f,621453,113,19,6,18,98011
6088d725e31ca31f4a9ac9a0,123456,119,20,13,1,98053
6088d725e31ca31f4a9ac9a1,321456,124,23,12,7,98007
6088d725e31ca31f4a9ac9a2,321654,130,0,6,3,98053
6088d725e31ca31f4a9ac9a3,654321,132,1,13,15,98055
6088d725e31ca31f4a9ac9a4,354126,138,4,5,13,98055
6088d725e31ca31f4a9ac9a5,321456,142,8,13,15,98055
6088d725e31ca31f4a9ac9a6,354126,145,11,9,2,98053
6088d725e31ca31f4a9ac9a7,321456,151,12,8,7,98007
6088d725e31ca31f4a9ac9a8,621453,152,13,8,5,98007
6088d725e31ca31f4a9ac9a9,543216,158,17,7,2,98053
6088d725e31ca31f4a9ac9aa,321456,159,21,9,3,98053
6088d725e31ca31f4a9ac9ab,321456,165,23,11,15,98055
6088d725e31ca31f4a9ac9ac,543216,169,0,7,13,98055
6088d725e31ca31f4a9ac9ad,123456,171,1,5,5,98007
6088d725e31ca31f4a9ac9af,123654,181,8,8,17,98011
6088d725e31ca31f4a9ac9ae,321654,176,5,13,18,98011
6088d725e31ca31f4a9ac9b0,654123,183,11,11,6,98007
6088d725e31ca31f4a9ac9b1,543216,187,15,10,2,98053
6088d725e31ca31f4a9ac9b2,654123,189,16,13,11,98077
6088d725e31ca31f4a9ac9b3,621453,192,17,7,15,98055
6088d725e31ca31f4a9ac9b4,654321,196,19,6,3,98053
6088d726e31ca31f4a9ac9b5,354126,197,20,9,6,98007
6088d726e31ca31f4a9ac9b6,654321,204,0,14,17,98011
6088d726e31ca31f4a9ac9b7,543216,208,4,9,13,98055
6088d726e31ca31f4a9ac9b8,543216,213,7,10,5,98007
6088d726e31ca31f4a9ac9b9,654321,216,10,11,14,98055
6088d726e31ca31f4a9ac9bb,654123,228,14,14,2,98053
6088d726e31ca31f4a9ac9ba,543216,222,13,10,5,98007
6088d726e31ca31f4a9ac9bc,321654,234,16,6,15,98055
6088d726e31ca31f4a9ac9bd,354126,235,18,6,2,98053
6088d726e31ca31f4a9ac9be,621453,238,21,10,7,98007
6088d726e31ca31f4a9ac9bf,321654,241,23,12,5,98007
6088d726e31ca31f4a9ac9c0,654321,244,0,12,11,98077
6088d726e31ca31f4a9ac9c1,354126,250,4,8,18,98011
6088d726e31ca31f4a9ac9c2,123456,251,6,11,14,98055
6088d726e31ca31f4a9ac9c3,543216,254,9,9,17,98011
6088d726e31ca31f4a9ac9c4,354126,256,11,7,9,98077
6088d726e31ca31f4a9ac9c5,123654,258,13,7,19,98011
6088d726e31ca31f4a9ac9c6,123456,261,15,11,3,98053
6088d726e31ca31f4a9ac9c7,621453,266,18,5,3,98053
6088d726e31ca31f4a9ac9c8,654321,270,19,10,3,98053
6088d726e31ca31f4a9ac9c9,321456,276,23,6,10,98077
6088d726e31ca31f4a9ac9ca,621453,278,0,7,5,98007
6088d726e31ca31f4a9ac9cb,321654,280,4,9,19,98011
6088d726e31ca31f4a9ac9cc,123456,283,8,5,14,98055
6088d726e31ca31f4a9ac9cd,123456,289,12,14,11,98077
6088d726e31ca31f4a9ac9ce,654321,294,14,8,18,98011
6088d726e31ca31f4a9ac9cf,654123,300,18,13,18,98011
6088d726e31ca31f4a9ac9d0,654321,302,21,12,2,98053
6088d726e31ca31f4a9ac9d1,543216,303,23,8,6,98007
6088d726e31ca31f4a9ac9d2,654123,306,0,5,1,98053
6088d726e31ca31f4a9ac9d3,543216,308,1,5,1,98053
6088d726e31ca31f4a9ac9d4,321654,312,4,11,17,98011
6088d726e31ca31f4a9ac9d5,123654,314,6,11,10,98077
6088d726e31ca31f4a9ac9d6,354126,320,8,14,19,98011
6088d726e31ca31f4a9ac9d7,543216,323,10,7,3,98053
6088d726e31ca31f4a9ac9d8,654321,329,14,5,14,98055
6088d726e31ca31f4a9ac9d9,654321,332,15,5,2,98053
6088d726e31ca31f4a9ac9da,354126,333,18,13,3,98053
6088d726e31ca31f4a9ac9db,321654,334,22,12,14,98055
6088d726e31ca31f4a9ac9dc,321456,339,0,12,11,98077
6088d726e31ca31f4a9ac9dd,123456,343,3,11,14,98055
6088d726e31ca31f4a9ac9de,621453,344,7,9,13,98055
6088d726e31ca31f4a9ac9df,354126,347,11,11,10,98077
6088d726e31ca31f4a9ac9e0,321456,349,15,13,13,98055
6088d726e31ca31f4a9ac9e1,321456,354,17,13,15,98055
6088d726e31ca31f4a9ac9e2,321654,359,20,12,6,98007
6088d726e31ca31f4a9ac9e3,354126,362,21,13,3,98053
6088d726e31ca31f4a9ac9e4,654123,365,22,7,5,98007
6088d726e31ca31f4a9ac9e5,321654,1,0,10,19,98011
6088d726e31ca31f4a9ac9e6,321654,6,3,13,19,98011
6088d726e31ca31f4a9ac9e7,123456,7,6,7,1,98053
6088d726e31ca31f4a9ac9e8,123456,10,8,12,14,98055
6088d726e31ca31f4a9ac9e9,123654,12,10,14,19,98011
6088d726e31ca31f4a9ac9eb,654123,20,13,9,3,98053
6088d726e31ca31f4a9ac9ea,354126,16,12,10,6,98007
6088d726e31ca31f4a9ac9ec,321654,22,17,10,14,98055
6088d726e31ca31f4a9ac9ed,654321,26,19,13,17,98011
6088d726e31ca31f4a9ac9ee,321456,30,22,8,3,98053
6088d726e31ca31f4a9ac9ef,123654,35,23,5,11,98077
6088d726e31ca31f4a9ac9f0,654123,39,0,12,11,98077
6088d726e31ca31f4a9ac9f1,321456,40,4,11,5,98007
6088d726e31ca31f4a9ac9f2,654321,43,8,9,9,98077
6088d726e31ca31f4a9ac9f3,123456,44,12,7,17,98011
6088d726e31ca31f4a9ac9f4,543216,49,14,5,5,98007
6088d726e31ca31f4a9ac9f5,543216,55,16,7,7,98007
6088d727e31ca31f4a9ac9f6,354126,57,20,12,10,98077
6088d727e31ca31f4a9ac9f7,621453,59,21,7,13,98055
6088d727e31ca31f4a9ac9f8,123654,61,0,11,10,98077
6088d727e31ca31f4a9ac9f9,654321,65,4,14,1,98053
6088d727e31ca31f4a9ac9fa,321456,67,6,12,10,98077
6088d727e31ca31f4a9ac9fb,621453,71,9,9,10,98077
6088d727e31ca31f4a9ac9fc,654123,76,13,6,3,98053
6088d727e31ca31f4a9ac9fd,654123,81,17,6,7,98007
6088d727e31ca31f4a9ac9fe,543216,87,19,12,5,98007
6088d727e31ca31f4a9ac9ff,321654,90,21,6,14,98055
6088d727e31ca31f4a9aca00,321456,92,0,8,15,98055
6088d727e31ca31f4a9aca01,654321,98,1,12,7,98007
6088d727e31ca31f4a9aca02,321654,101,5,5,9,98077
6088d727e31ca31f4a9aca03,621453,107,9,6,1,98053
6088d727e31ca31f4a9aca04,123654,108,10,11,7,98007
6088d727e31ca31f4a9aca05,321654,114,14,9,17,98011
6088d727e31ca31f4a9aca06,654321,120,16,14,9,98077
6088d727e31ca31f4a9aca07,321456,121,20,6,10,98077
6088d727e31ca31f4a9aca08,123654,122,21,12,6,98007
6088d727e31ca31f4a9aca09,654123,124,0,9,6,98007
6088d727e31ca31f4a9aca0a,321456,127,2,12,13,98055
6088d727e31ca31f4a9aca0b,621453,128,5,10,3,98053
6088d727e31ca31f4a9aca0c,123456,132,7,8,11,98077
6088d727e31ca31f4a9aca0d,123456,135,10,8,2,98053
6088d727e31ca31f4a9aca0e,321654,139,12,12,9,98077
6088d727e31ca31f4a9aca0f,621453,141,15,13,10,98077
6088d727e31ca31f4a9aca10,123456,146,19,11,2,98053
6088d727e31ca31f4a9aca11,621453,147,23,11,13,98055
6088d727e31ca31f4a9aca12,321654,152,0,14,11,98077
6088d727e31ca31f4a9aca13,654123,158,1,8,3,98053
6088d727e31ca31f4a9aca14,123654,159,4,7,19,98011
6088d727e31ca31f4a9aca15,543216,162,7,5,10,98077
6088d727e31ca31f4a9aca16,354126,166,11,7,2,98053
6088d727e31ca31f4a9aca17,321654,171,14,8,9,98077
6088d727e31ca31f4a9aca18,123456,176,16,13,10,98077
6088d727e31ca31f4a9aca19,621453,177,19,12,6,98007
6088d727e31ca31f4a9aca1a,621453,183,21,13,17,98011
6088d727e31ca31f4a9aca1b,621453,189,22,11,18,98011
6088d727e31ca31f4a9aca1c,321456,195,0,5,11,98077
6088d727e31ca31f4a9aca1d,123654,198,4,7,1,98053
6088d727e31ca31f4a9aca1e,621453,203,6,14,3,98053
6088d727e31ca31f4a9aca1f,321654,206,10,14,15,98055
6088d727e31ca31f4a9aca20,654321,210,14,14,1,98053
6088d727e31ca31f4a9aca21,123456,211,16,7,2,98053
6088d727e31ca31f4a9aca22,543216,214,19,13,6,98007
6088d727e31ca31f4a9aca23,654321,217,23,7,9,98077
6088d727e31ca31f4a9aca24,321456,224,0,7,14,98055
6088d727e31ca31f4a9aca25,654321,229,4,5,18,98011
6088d727e31ca31f4a9aca26,654321,232,6,11,18,98011
6088d727e31ca31f4a9aca27,123654,234,9,9,14,98055
6088d727e31ca31f4a9aca28,654123,235,11,7,14,98055
6088d727e31ca31f4a9aca29,123456,236,13,9,14,98055
6088d727e31ca31f4a9aca2a,321456,242,15,6,17,98011
6088d727e31ca31f4a9aca2b,543216,246,16,9,3,98053
6088d727e31ca31f4a9aca2c,321456,248,17,11,6,98007
6088d727e31ca31f4a9aca2d,621453,252,21,6,19,98011
6088d727e31ca31f4a9aca2e,321456,257,23,8,18,98011
6088d727e31ca31f4a9aca2f,654321,263,0,5,15,98055
6088d727e31ca31f4a9aca30,321456,269,1,14,14,98055
6088d727e31ca31f4a9aca31,354126,270,3,14,10,98077
6088d727e31ca31f4a9aca32,654321,271,5,14,10,98077
6088d727e31ca31f4a9aca33,543216,276,8,9,2,98053
6088d727e31ca31f4a9aca34,123456,280,10,8,2,98053
6088d727e31ca31f4a9aca35,123654,281,12,10,2,98053
6088d728e31ca31f4a9aca36,123654,282,16,10,3,98053
6088d728e31ca31f4a9aca37,654321,285,19,8,13,98055
6088d728e31ca31f4a9aca38,654123,289,20,7,15,98055
6088d728e31ca31f4a9aca39,654123,290,21,11,14,98055
6088d728e31ca31f4a9aca3a,354126,292,0,6,7,98007
6088d728e31ca31f4a9aca3b,321456,294,1,6,7,98007
6088d728e31ca31f4a9aca3c,123456,297,5,12,1,98053
6088d728e31ca31f4a9aca3d,654321,298,6,5,18,98011
6088d728e31ca31f4a9aca3e,321456,302,7,14,14,98055
6088d728e31ca31f4a9aca40,543216,305,11,5,1,98053
6088d728e31ca31f4a9aca3f,123654,303,9,11,15,98055
6088d728e31ca31f4a9aca41,321654,309,12,9,14,98055
6088d728e31ca31f4a9aca42,123456,315,16,11,10,98077
6088d728e31ca31f4a9aca43,321654,320,19,12,19,98011
6088d728e31ca31f4a9aca44,654123,323,20,5,11,98077
6088d728e31ca31f4a9aca45,321456,326,23,6,10,98077
6088d728e31ca31f4a9aca46,543216,332,0,12,2,98053
6088d728e31ca31f4a9aca47,543216,338,3,12,17,98011
6088d728e31ca31f4a9aca48,321456,342,6,10,3,98053
6088d728e31ca31f4a9aca49,543216,348,10,7,6,98007
6088d728e31ca31f4a9aca4a,543216,349,12,9,17,98011
6088d728e31ca31f4a9aca4b,123456,351,14,11,6,98007
6088d728e31ca31f4a9aca4c,123654,357,17,12,9,98077
6088d728e31ca31f4a9aca4d,354126,360,20,14,1,98053
6088d728e31ca31f4a9aca4e,321456,362,0,5,6,98007
6088d728e31ca31f4a9aca4f,123456,1,4,8,15,98055
6088d728e31ca31f4a9aca50,654123,7,7,11,17,98011
6088d728e31ca31f4a9aca51,123456,8,9,11,9,98077
6088d728e31ca31f4a9aca52,621453,10,11,9,6,98007
6088d728e31ca31f4a9aca53,321654,14,12,10,10,98077
6088d728e31ca31f4a9aca54,354126,20,13,7,15,98055
6088d728e31ca31f4a9aca55,654321,21,16,9,11,98077
6088d728e31ca31f4a9aca56,354126,25,17,8,7,98007
6088d728e31ca31f4a9aca57,621453,31,20,6,14,98055
6088d728e31ca31f4a9aca58,123456,33,21,7,2,98053
6088d728e31ca31f4a9aca59,621453,36,22,5,19,98011
6088d728e31ca31f4a9aca5a,123654,40,0,8,11,98077
6088d728e31ca31f4a9aca5b,354126,42,3,6,10,98077
6088d728e31ca31f4a9aca5c,543216,47,4,5,11,98077
6088d728e31ca31f4a9aca5d,123654,50,7,9,13,98055
6088d728e31ca31f4a9aca5f,621453,57,12,14,19,98011
6088d728e31ca31f4a9aca5e,321456,51,9,12,18,98011
6088d728e31ca31f4a9aca60,621453,60,16,5,13,98055
6088d728e31ca31f4a9aca61,354126,65,20,9,5,98007
6088d728e31ca31f4a9aca62,321456,70,23,5,5,98007
6088d728e31ca31f4a9aca63,654321,74,0,5,10,98077
6088d728e31ca31f4a9aca64,321654,78,2,6,13,98055
6088d728e31ca31f4a9aca65,654123,80,5,9,11,98077
6088d728e31ca31f4a9aca66,621453,81,6,8,10,98077
6088d728e31ca31f4a9aca67,123456,85,10,9,14,98055
6088d728e31ca31f4a9aca68,321654,90,11,14,6,98007
6088d728e31ca31f4a9aca69,123456,93,14,14,18,98011
6088d728e31ca31f4a9aca6a,321456,94,16,6,6,98007
6088d728e31ca31f4a9aca6b,123654,98,19,13,19,98011
6088d728e31ca31f4a9aca6c,621453,102,20,6,11,98077
6088d728e31ca31f4a9aca6d,321654,107,0,7,3,98053
6088d728e31ca31f4a9aca6e,321456,112,2,10,18,98011
6088d728e31ca31f4a9aca6f,654321,114,6,10,15,98055
6088d728e31ca31f4a9aca70,354126,115,9,7,5,98007
6088d728e31ca31f4a9aca71,123654,118,11,8,11,98077
6088d728e31ca31f4a9aca72,621453,119,15,14,2,98053
6088d728e31ca31f4a9aca73,321456,121,18,11,13,98055
6088d729e31ca31f4a9aca74,123456,127,20,7,5,98007
6088d729e31ca31f4a9aca75,321654,132,0,11,13,98055
6088d729e31ca31f4a9aca76,354126,134,2,7,9,98077
6088d729e31ca31f4a9aca77,123456,140,3,7,13,98055
6088d729e31ca31f4a9aca78,654123,143,5,8,3,98053
6088d729e31ca31f4a9aca79,543216,144,6,8,6,98007
6088d729e31ca31f4a9aca7a,321654,149,10,8,3,98053
6088d729e31ca31f4a9aca7b,123654,152,14,7,11,98077
6088d729e31ca31f4a9aca7c,543216,158,15,10,15,98055
6088d729e31ca31f4a9aca7d,654123,159,16,11,5,98007
6088d729e31ca31f4a9aca7e,123654,163,19,13,1,98053
6088d729e31ca31f4a9aca7f,654123,167,20,12,14,98055
6088d729e31ca31f4a9aca80,654321,168,21,9,1,98053
6088d729e31ca31f4a9aca81,543216,174,0,7,3,98053
6088d729e31ca31f4a9aca82,654123,175,3,10,9,98077
6088d729e31ca31f4a9aca83,123654,181,5,14,19,98011
6088d729e31ca31f4a9aca84,654321,187,6,13,18,98011
6088d729e31ca31f4a9aca85,654321,188,7,8,17,98011
6088d729e31ca31f4a9aca86,654123,193,11,12,15,98055
6088d729e31ca31f4a9aca87,123456,194,15,6,9,98077
6088d729e31ca31f4a9aca88,321654,197,16,13,2,98053
6088d729e31ca31f4a9aca89,654123,199,17,8,13,98055
6088d729e31ca31f4a9aca8a,321456,203,18,12,13,98055
6088d729e31ca31f4a9aca8b,354126,206,22,10,9,98077
6088d729e31ca31f4a9aca8c,543216,207,23,10,3,98053
6088d729e31ca31f4a9aca8d,321456,209,0,11,15,98055
6088d729e31ca31f4a9aca8e,621453,214,3,7,7,98007
6088d729e31ca31f4a9aca8f,654123,219,5,9,14,98055
6088d729e31ca31f4a9aca90,354126,220,9,12,11,98077
6088d729e31ca31f4a9aca91,654123,223,11,13,6,98007
6088d729e31ca31f4a9aca92,123654,227,12,7,6,98007
6088d729e31ca31f4a9aca93,354126,232,15,13,15,98055
6088d729e31ca31f4a9aca94,123654,235,17,10,19,98011
6088d729e31ca31f4a9aca95,621453,241,21,5,15,98055
6088d729e31ca31f4a9aca96,321654,245,23,9,2,98053
6088d729e31ca31f4a9aca97,621453,249,0,7,9,98077
6088d729e31ca31f4a9aca98,123456,252,1,11,15,98055
6088d729e31ca31f4a9aca99,543216,257,4,10,17,98011
6088d729e31ca31f4a9aca9a,123654,262,8,13,2,98053
6088d729e31ca31f4a9aca9b,621453,264,10,7,1,98053
6088d729e31ca31f4a9aca9c,621453,265,14,9,14,98055
6088d729e31ca31f4a9aca9d,354126,267,16,11,1,98053
6088d729e31ca31f4a9aca9f,123654,275,21,13,10,98077
6088d729e31ca31f4a9aca9e,321654,271,18,11,2,98053
6088d729e31ca31f4a9acaa0,123456,279,22,9,1,98053
6088d729e31ca31f4a9acaa1,354126,283,23,13,1,98053
6088d729e31ca31f4a9acaa2,123456,285,0,8,11,98077
6088d729e31ca31f4a9acaa5,543216,288,11,10,5,98007
6088d729e31ca31f4a9acaa3,123654,286,3,9,13,98055
6088d729e31ca31f4a9acaa4,654321,287,7,6,18,98011
6088d729e31ca31f4a9acaa6,321456,289,12,10,18,98011
6088d729e31ca31f4a9acaa7,123654,295,16,6,19,98011
6088d729e31ca31f4a9acaa8,321456,297,20,5,18,98011
6088d729e31ca31f4a9acaa9,321654,302,0,7,18,98011
6088d729e31ca31f4a9acaaa,321456,303,2,14,18,98011
6088d729e31ca31f4a9acaab,123456,309,6,11,13,98055
6088d729e31ca31f4a9acaac,123654,314,9,11,9,98077
6088d729e31ca31f4a9acaad,321456,315,11,13,10,98077
6088d729e31ca31f4a9acaae,654123,320,14,6,15,98055
6088d729e31ca31f4a9acaaf,543216,326,17,6,10,98077
6088d729e31ca31f4a9acab0,621453,327,21,11,15,98055
6088d729e31ca31f4a9acab1,621453,332,22,9,6,98007
6088d729e31ca31f4a9acab2,123456,334,23,10,5,98007
6088d729e31ca31f4a9acab3,354126,340,0,11,5,98007
6088d729e31ca31f4a9acab4,621453,345,2,5,2,98053
6088d72ae31ca31f4a9acab5,543216,349,3,6,7,98007
6088d72ae31ca31f4a9acab6,123654,352,4,13,10,98077
6088d72ae31ca31f4a9acab7,654321,354,6,5,19,98011
6088d72ae31ca31f4a9acab8,354126,356,7,14,9,98077
6088d72ae31ca31f4a9acab9,621453,362,9,9,14,98055
6088d72ae31ca31f4a9acaba,354126,365,11,11,1,98053
6088d72ae31ca31f4a9acabb,354126,1,14,9,13,98055
6088d72ae31ca31f4a9acabc,654321,3,15,8,13,98055
6088d72ae31ca31f4a9acabe,654321,9,17,5,9,98077
6088d72ae31ca31f4a9acabd,621453,4,16,5,7,98007
6088d72ae31ca31f4a9acabf,654123,13,20,7,3,98053
6088d72ae31ca31f4a9acac0,354126,16,21,8,10,98077
6088d72ae31ca31f4a9acac1,321456,19,0,8,17,98011
6088d72ae31ca31f4a9acac2,321456,24,2,12,2,98053
6088d72ae31ca31f4a9acac4,621453,31,9,12,14,98055
6088d72ae31ca31f4a9acac3,621453,28,5,8,9,98077
6088d72ae31ca31f4a9acac5,654123,37,10,6,15,98055
6088d72ae31ca31f4a9acac6,321654,38,13,8,1,98053
6088d72ae31ca31f4a9acac7,321654,39,15,6,17,98011
6088d72ae31ca31f4a9acac8,123456,42,18,5,9,98077
6088d72ae31ca31f4a9acac9,654123,45,22,5,2,98053
6088d72ae31ca31f4a9acaca,123456,48,0,5,13,98055
6088d72ae31ca31f4a9acacb,543216,50,4,11,15,98055
6088d72ae31ca31f4a9acacc,123654,55,6,14,7,98007
6088d72ae31ca31f4a9acacd,354126,59,7,14,2,98053
6088d72ae31ca31f4a9acace,123456,62,9,14,9,98077
6088d72ae31ca31f4a9acacf,354126,66,11,6,5,98007
